landmark_id,hierarchical_label,natural_or_human_made
2591,lighthouse,human-made
2593,museum,human-made
2594,lake,natural
2595,road,human-made
2599,sports venue,human-made
2600,house,human-made
2601,monastery,human-made
2606,church,human-made
2608,museum,human-made
2609,church,human-made
2611,mountain,natural
2612,skyscraper,human-made
2613,parks,natural
2614,church,human-made
2617,skyscraper,human-made
2620,mountain,natural
2621,canal,natural
2623,sculpture,human-made
2624,mountain,natural
2626,castle / fort,human-made
2627,church,human-made
2628,lighthouse,human-made
2629,sculpture,human-made
2630,church,human-made
2633,museum,human-made
2634,church,human-made
2635,city,human-made
2637,parks,natural
2638,church,human-made
2641,parks,natural
2642,lake,natural
2643,parks,natural
2645,monastery,human-made
2647,parks,natural
2650,museum,human-made
2651,castle / fort,human-made
2653,road,human-made
2655,parks,natural
2657,house,human-made
2659,castle / fort,human-made
2662,windmill,human-made
2663,island,natural
2665,church,human-made
2668,castle / fort,human-made
2669,church,human-made
2675,island,natural
2676,rail transportation,human-made
2677,beach,natural
2678,bridge,human-made
2681,mountain,natural
2682,church,human-made
2684,sports venue,human-made
2685,waterfall,natural
2686,mountain,natural
2691,palace,human-made
2693,church,human-made
2697,agricultural land,natural
2698,shopping,human-made
2699,church,human-made
2701,restaurant,human-made
2703,museum,human-made
2704,cemetery,human-made
2705,city,human-made
2706,rail transportation,human-made
2707,church,human-made
2708,church,human-made
2710,mountain,natural
2711,mosque,human-made
2715,mountain,natural
2716,church,human-made
2721,parks,natural
2724,mountain,natural
2726,church,human-made
2727,parks,natural
2729,museum,human-made
2730,mountain,natural
2731,mountain,natural
2732,church,human-made
2733,ocean area ,natural
2736,house,human-made
2737,mountain,natural
2740,parks,natural
2745,church,human-made
2746,church,human-made
2747,castle / fort,human-made
2748,church,human-made
2749,palace,human-made
2750,house,human-made
2751,house,human-made
2752,church,human-made
2757,church,human-made
2760,prison,human-made
2763,castle / fort,human-made
2764,castle / fort,human-made
2765,bridge,human-made
2766,city,human-made
2768,settlement,human-made
2769,monastery,human-made
2771,city,human-made
2773,rail transportation,human-made
2774,church,human-made
2777,museum,human-made
2779,church,human-made
2780,mountain,natural
2781,church,human-made
2782,church,human-made
2783,church,human-made
2785,lake,natural
2786,church,human-made
2787,mountain,natural
2789,church,human-made
2790,church,human-made
2791,wetland,natural
2792,cemetery,human-made
2794,museum,human-made
2798,memorial,human-made
2800,bridge,human-made
2804,mountain,natural
2805,bridge,human-made
2807,church,human-made
2810,sculpture,human-made
2811,church,human-made
2812,sports venue,human-made
2814,settlement,human-made
2816,hotel,human-made
2818,sports venue,human-made
2821,buddhist temple,human-made
2822,church,human-made
2823,parks,natural
2825,square,human-made
2826,cemetery,human-made
2827,square,human-made
2828,archeological site,human-made
2831,church,human-made
2832,museum,human-made
2834,square,human-made
2835,church,human-made
2836,harbor,human-made
2837,mountain,natural
2838,archeological site,human-made
2839,lake,natural
2841,tower,human-made
2843,lighthouse,human-made
2844,lighthouse,human-made
2846,dam,human-made
2847,parks,natural
2849,castle / fort,human-made
2850,church,human-made
2851,mine,human-made
2852,mountain,natural
2853,cave,natural
2854,cemetery,human-made
2855,museum,human-made
2858,sports venue,human-made
2860,government building,human-made
2862,castle / fort,human-made
2863,bridge,human-made
2865,church,human-made
2867,buddhist temple,human-made
2871,church,human-made
2872,mountain,natural
2873,theatre,human-made
2874,castle / fort,human-made
2875,castle / fort,human-made
2877,fountain,human-made
2878,fountain,human-made
2879,island,natural
2882,castle / fort,human-made
2884,cemetery,human-made
2885,castle / fort,human-made
2886,museum,human-made
2887,skyscraper,human-made
2888,amusement park,human-made
2889,synagogue,human-made
2890,tower,human-made
2892,church,human-made
2893,church,human-made
2894,parks,natural
2895,shinto shrine,human-made
2898,church,human-made
2899,lighthouse,human-made
2900,church,human-made
2901,canal,natural
2902,church,human-made
2903,beach,natural
2904,cave,natural
2905,church,human-made
2906,lake,natural
2907,castle / fort,human-made
2908,cemetery,human-made
2911,church,human-made
2912,parks,natural
2913,castle / fort,human-made
2914,village,human-made
2915,city,human-made
2917,house,human-made
2918,house,human-made
2920,mountain,natural
2921,church,human-made
2922,church,human-made
2923,church,human-made
2924,theatre,human-made
2926,museum,human-made
2927,lake,natural
2928,church,human-made
2929,church,human-made
2931,castle / fort,human-made
2933,church,human-made
2934,parks,natural
2937,wetland,natural
2938,cave,natural
2939,church,human-made
2941,cable transportation,human-made
2943,church,human-made
2945,tower,human-made
2946,parks,natural
2947,church,human-made
2948,cemetery,human-made
2950,cemetery,human-made
2952,castle / fort,human-made
2953,sports venue,human-made
2954,canal,natural
2957,amusement park,human-made
2958,parks,natural
2960,castle / fort,human-made
2967,aqueduct,human-made
2971,church,human-made
2972,house,human-made
2973,garden,natural
2974,parks,natural
2975,hospital,human-made
2978,church,human-made
2979,mountain,natural
2980,sports venue,human-made
2982,church,human-made
2983,cave,natural
2984,monastery,human-made
2986,church,human-made
2988,church,human-made
2989,parks,natural
2991,castle / fort,human-made
2996,parks,natural
2997,shinto shrine,human-made
2998,museum,human-made
2999,church,human-made
3000,castle / fort,human-made
3001,mountain,natural
3003,monastery,human-made
3004,rail transportation,human-made
3006,dam,human-made
3011,city,human-made
3012,tower,human-made
3014,gate,human-made
3015,castle / fort,human-made
3016,mountain,natural
3020,bridge,human-made
3024,church,human-made
3025,church,human-made
3026,lake,natural
3029,archeological site,human-made
3030,castle / fort,human-made
3032,church,human-made
3037,gate,human-made
3039,archeological site,human-made
3040,bridge,human-made
3042,church,human-made
3043,island,natural
3046,house,human-made
3047,castle / fort,human-made
3049,mountain,natural
3053,lake,natural
3055,square,human-made
3056,cemetery,human-made
3058,palace,human-made
3060,church,human-made
3064,church,human-made
3065,memorial,human-made
3067,lighthouse,human-made
3072,church,human-made
3074,cemetery,human-made
3076,church,human-made
3077,church,human-made
3079,river,natural
3080,church,human-made
3085,agricultural land,natural
3086,artwork,human-made
3087,church,human-made
3089,skyscraper,human-made
3090,castle / fort,human-made
3092,church,human-made
3093,sports venue,human-made
3094,palace,human-made
3095,church,human-made
3097,river,natural
3100,monastery,human-made
3101,mountain,natural
3103,church,human-made
3105,harbor,human-made
3106,museum,human-made
3111,bridge,human-made
3114,sports venue,human-made
3115,sports venue,human-made
3119,church,human-made
3121,palace,human-made
3122,dam,human-made
3123,lake,natural
3124,church,human-made
3125,church,human-made
3126,dam,human-made
3127,castle / fort,human-made
3128,waterfall,natural
3129,church,human-made
3131,lake,natural
3132,city,human-made
3135,island,natural
3137,church,human-made
3139,castle / fort,human-made
3141,church,human-made
3142,sports venue,human-made
3147,church,human-made
3148,castle / fort,human-made
3150,canal,natural
3153,garden,natural
3155,castle / fort,human-made
3156,lighthouse,human-made
3157,sports venue,human-made
3158,museum,human-made
3162,museum,human-made
3163,river,natural
3164,mountain,natural
3168,lake,natural
3169,mountain,natural
3170,castle / fort,human-made
3171,parks,natural
3172,boat,human-made
3174,museum,human-made
3176,church,human-made
3177,house,human-made
3180,church,human-made
3181,archeological site,human-made
3182,lighthouse,human-made
3185,library,human-made
3186,castle / fort,human-made
3187,cemetery,human-made
3188,church,human-made
3189,library,human-made
3190,palace,human-made
3192,castle / fort,human-made
3193,mountain,natural
3196,lake,natural
3198,boat,human-made
3199,church,human-made
3200,lake,natural
3203,road,human-made
3204,church,human-made
3206,square,human-made
3207,lighthouse,human-made
3208,museum,human-made
3209,government building,human-made
3213,parks,natural
3215,museum,human-made
3218,sports venue,human-made
3222,parks,natural
3227,church,human-made
3229,museum,human-made
3230,memorial,human-made
3232,castle / fort,human-made
3233,parks,natural
3234,church,human-made
3235,settlement,human-made
3237,island,natural
3238,church,human-made
3239,castle / fort,human-made
3241,parks,natural
3244,church,human-made
3246,church,human-made
3247,church,human-made
3248,cave,natural
3250,mountain,natural
3251,castle / fort,human-made
3253,church,human-made
3258,church,human-made
3259,church,human-made
3260,parks,natural
3262,church,human-made
3263,cemetery,human-made
3264,island,natural
3266,church,human-made
3267,lake,natural
3270,sports venue,human-made
3271,river,natural
3277,aqueduct,human-made
3280,museum,human-made
3283,sports venue,human-made
3284,memorial,human-made
3285,church,human-made
3290,tower,human-made
3291,mountain,natural
3294,ocean area ,natural
3295,museum,human-made
3296,theatre,human-made
3297,mountain,natural
3303,monastery,human-made
3304,mountain,natural
3306,hospital,human-made
3309,city,human-made
3310,castle / fort,human-made
3311,government building,human-made
3313,square,human-made
3317,sports venue,human-made
3321,church,human-made
3322,library,human-made
3323,parks,natural
3325,monastery,human-made
3326,archeological site,human-made
